Codigo Proveedor ;Nombre ;Detalle ;Detalle ;Familia;Clase ;Costo ;Precio Lista
 Diseño Ligero Y Ergonómico";"Secador De Pelo Philips
 Drycare Pro Modelo Bhd174
 Color Negro
 Voltaje 220-240V  50 / 60Hz
 Potencia 2100 Vatios
 Temperatura 3 Niveles De Temperatura + Chorro De Aire Frío
 Cuenta Con Un Anillo Colgante Integrado En El Cable
 Velocidad 2 Niveles Seleccionables
 Marca Philips
 Tecnología La Velocidad Del Aire Puede Alcanzar Hasta 95 Km / H
 Peso Bruto (G) 975
 Dimensiones Del Embalaje (Cm) 29.5 X 26.5 X 10
 Diseño Ligero Y Ergonómico";28;28003;248000;347000

1066609;Secador Philips Bhd272 2100W;"Modelo: Drycare Bhd272
Voltaje: 220 – 240 V  50/60 Hz
Potencia: 2,100 Vatios Máximo
Motor: Ac
Temperatura: Regulación Thermoprotect + Explosión De Aire Frío
Caracteristicas: Cuenta Con Anillo Colgante Integrado En El Cable
Velocidad: 6To
Marca: Philips
Tecnología: Iónico
Longitud Del Cable: 1,8 Metros
Peso Bruto (G): 963
Dimensiones De Embalaje (Cm): 30,1 X 9,5 X 23,5";"Modelo: Drycare Bhd272
Voltaje: 220 – 240 V  50/60 Hz
Potencia: 2,100 Vatios Máximo
Motor: Ac
Temperatura: Regulación Thermoprotect + Explosión De Aire Frío
Caracteristicas: Cuenta Con Anillo Colgante Integrado En El Cable
Velocidad: 6To
Marca: Philips
Tecnología: Iónico
Longitud Del Cable: 1,8 Metros
Peso Bruto (G): 963
Dimensiones De Embalaje (Cm): 30,1 X 9,5 X 23,5";28;28003;283000;396000

419130;Secador Philips Hp8232 2200W;"
Número De Ajustes De Temperatura: 6
Con Agujero En La Empuñadura Para Colgar
Potencia: 2200 W
Función De Disparo Frío";"
Número De Ajustes De Temperatura: 6
Con Agujero En La Empuñadura Para Colgar
Potencia: 2200 W
Función De Disparo Frío";28;28003;202000;283000

1130065;Secador Xiaomi Cmj01Lx3 ;"Marca: Xiaomi
Modelo: Mi Ionic Hair Dryer Cmj01Lx3
Color: Blanco
Potencia: 1.800 Watts
Voltaje: 220 - 240 V  50Hz
Características: Integra Pico Magnético Con Giro De 360° Que Genera Flujo De Aire Rápido Para Que El Cabello Se Seque Sin Perder La Propia Humedad - Con Control De Temperatura Inteligente Ntc - Potente Y Silencioso - Posee Revestimiento Uv Liso, Es Resistente A La Suciedad Y Los Arañazos
Tecnología: Ionic Hair Care Technology
Longitud Del Cable: 1.70 Metros
Temperatura: 2 + Chorro De Aire Frío
Velocidad: 2
Peso Bruto (G): 824
Dimensiones De Embalaje (Cm): 17.2 X 8.3 X 24.7";"Marca: Xiaomi
Modelo: Mi Ionic Hair Dryer Cmj01Lx3
Color: Blanco
Potencia: 1.800 Watts
Voltaje: 220 - 240 V  50Hz
Características: Integra Pico Magnético Con Giro De 360° Que Genera Flujo De Aire Rápido Para Que El Cabello Se Seque Sin Perder La Propia Humedad - Con Control De Temperatura Inteligente Ntc - Potente Y Silencioso - Posee Revestimiento Uv Liso, Es Resistente A La Suciedad Y Los Arañazos
Tecnología: Ionic Hair Care Technology
Longitud Del Cable: 1.70 Metros
Temperatura: 2 + Chorro De Aire Frío
Velocidad: 2
Peso Bruto (G): 824
Dimensiones De Embalaje (Cm): 17.2 X 8.3 X 24.7";28;28003;268000;375000

1154795;Cortapelo Babyliss Pro B810Uz;"Marca: Babylisspro
Modelo: Powerfx B810Uz
Color: Negro / Dorado
Potencia: 15 Vatios
Cuchilla: Acero De Alto Carbono
Caracteristicas: Guía De Peines Para Diferentes Tamaños De Cortes: 1.5, 3, 4.8, 6, 10, 13, 16 Y 19 Mm – Palanca De Posición Para Ajustar El Nivel De Los Puños Para Cortes Bajos – Cuenta Con Anillo Para Colgar Integrado Al Cable
Indicación: Para Cortar Y Cortar Todo Tipo De Cabello
Voltaje: 220 V  50 Hz
Botón: Enciende / Borrar
Longitud Del Cable: 3 Metros
Peso Bruto (G): 1003
Dimensiones De Embalaje (Cm): 16 X 11,5 X 26";"Marca: Babylisspro
Modelo: Powerfx B810Uz
Color: Negro / Dorado
Potencia: 15 Vatios
Cuchilla: Acero De Alto Carbono
Caracteristicas: Guía De Peines Para Diferentes Tamaños De Cortes: 1.5, 3, 4.8, 6, 10, 13, 16 Y 19 Mm – Palanca De Posición Para Ajustar El Nivel De Los Puños Para Cortes Bajos – Cuenta Con Anillo Para Colgar Integrado Al Cable
Indicación: Para Cortar Y Cortar Todo Tipo De Cabello
Voltaje: 220 V  50 Hz
Botón: Enciende / Borrar
Longitud Del Cable: 3 Metros
Peso Bruto (G): 1003
Dimensiones De Embalaje (Cm): 16 X 11,5 X 26";28;28002;643000;900000

1154993;Cortapelo Babyliss Pro Ferrari;"Marca: Babylisspro
Modelo: X880 Babf880Uz
Color: Gris/Plata
Potencia: 10 Watts
Cuchilla: De Acero Con Alto Contenido De Carbono
Características: Posee Palanca Para Ajustar El Nivel De Las Cuchillas En Hasta 5 Alturas Para Cortes Al Ras - Cuenta Con Anillo Para Colgar Integrado Al Cable - Grip Antideslizante
Indicación: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 100 - 240 V ~ 50/60 Hz
Botón: Enciende/Apaga
Peso Bruto (G): 1011
Dimensiones De Embalaje (Cm): 16 X 11.4 X 28.6";"Marca: Babylisspro
Modelo: X880 Babf880Uz
Color: Gris/Plata
Potencia: 10 Watts
Cuchilla: De Acero Con Alto Contenido De Carbono
Características: Posee Palanca Para Ajustar El Nivel De Las Cuchillas En Hasta 5 Alturas Para Cortes Al Ras - Cuenta Con Anillo Para Colgar Integrado Al Cable - Grip Antideslizante
Indicación: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 100 - 240 V ~ 50/60 Hz
Botón: Enciende/Apaga
Peso Bruto (G): 1011
Dimensiones De Embalaje (Cm): 16 X 11.4 X 28.6";28;28002;989000;1385000

1011173;Cortapelo Britan Ceramic Plus;"Marca: Britania
Modelo: Ceramic Plus
Color: Negro/Plata
Cuchilla: Cerámica
Características: Posee Peine Con 6 Ajustes De Corte - Integra Lámina De Desbaste Para Sacar El Volumen Del Cabello
Indicación: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 110 - 240 V ~ 50/60 Hz
Botón: Enciende/Apaga Integrado
Led: Integrado, Indica El Estado De Carga Del Aparato
Peso Bruto (G): 334
Dimensiones De Embalaje (Cm): 12.7 X 5.6 X 22.9";"Marca: Britania
Modelo: Ceramic Plus
Color: Negro/Plata
Cuchilla: Cerámica
Características: Posee Peine Con 6 Ajustes De Corte - Integra Lámina De Desbaste Para Sacar El Volumen Del Cabello
Indicación: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 110 - 240 V ~ 50/60 Hz
Botón: Enciende/Apaga Integrado
Led: Integrado, Indica El Estado De Carga Del Aparato
Peso Bruto (G): 334
Dimensiones De Embalaje (Cm): 12.7 X 5.6 X 22.9";28;28002;163000;228000

668392;Cortador De Puntas Prosp P1108;"Marca: Prosper
Modelo: P-1108
Color: Negro
Potencia: 3 Watts
Características: Posee Botones Para Seleccionar Entre Dos Direcciones De Corte: Izquierda Y Derecha - Integra Cámara Que Recolecta Los Pelos Cortados - Trae Espaciadores Para Ajustar La Longitud De Corte - Con Sistema De Bloqueo De Las Placas - Grip Antideslizante
Indicación: Para Recortar Puntas Abiertas De Cabellos Dañados, Sin Interferir En El Largor
Voltaje: Bivolt
Botón: Dirección De Corte
Funciones: Apara As Pontas Danificadas Sem Mexer No Comprimento Do Cabelo.
Peso Bruto (G): 1208
Dimensiones De Embalaje (Cm): 30.3 X 12.8 X 16";"Marca: Prosper
Modelo: P-1108
Color: Negro
Potencia: 3 Watts
Características: Posee Botones Para Seleccionar Entre Dos Direcciones De Corte: Izquierda Y Derecha - Integra Cámara Que Recolecta Los Pelos Cortados - Trae Espaciadores Para Ajustar La Longitud De Corte - Con Sistema De Bloqueo De Las Placas - Grip Antideslizante
Indicación: Para Recortar Puntas Abiertas De Cabellos Dañados, Sin Interferir En El Largor
Voltaje: Bivolt
Botón: Dirección De Corte
Funciones: Apara As Pontas Danificadas Sem Mexer No Comprimento Do Cabelo.
Peso Bruto (G): 1208
Dimensiones De Embalaje (Cm): 30.3 X 12.8 X 16";28;28002;215000;300000

788267;Cortapelo Gama Gc615;"Marca: Gama
Modelo: Multi Styler Gc615 Cc
Color: Negro
Voltaje: 100-240 V ~ 50/60 Hz
Tambores: Interno, Recargable
Funciones: Perfector, Cortapelos, Barba Y Bigote, Depilación Nasal Y
Caracteristicas: Empuñadura Antideslizante – Guía De Peines Para Diferentes Tamaños De Cortes: 1, 3, 6, 9 Y 12 Mm – La Función Cord Cordless Permite Utilizar El Cordón Conectado Al Rojo Eléctrico
Duracion De La Bateria: Hasta 60 Minutos De Uso
Tiempo De Recarga: Requiere Aproximadamente 7 Horas Para Una Carga Completa
Led: Indica El Estado De Carga De La Batería
Peso Bruto (G): 542
Dimensiones De Embalaje (Cm): 13,6 X 8,9 X 19,4";"Marca: Gama
Modelo: Multi Styler Gc615 Cc
Color: Negro
Voltaje: 100-240 V ~ 50/60 Hz
Tambores: Interno, Recargable
Funciones: Perfector, Cortapelos, Barba Y Bigote, Depilación Nasal Y
Caracteristicas: Empuñadura Antideslizante – Guía De Peines Para Diferentes Tamaños De Cortes: 1, 3, 6, 9 Y 12 Mm – La Función Cord Cordless Permite Utilizar El Cordón Conectado Al Rojo Eléctrico
Duracion De La Bateria: Hasta 60 Minutos De Uso
Tiempo De Recarga: Requiere Aproximadamente 7 Horas Para Una Carga Completa
Led: Indica El Estado De Carga De La Batería
Peso Bruto (G): 542
Dimensiones De Embalaje (Cm): 13,6 X 8,9 X 19,4";28;28002;281000;393000

852685;Cortapelo Gama Gc625;"Material: Cuchillas De Acero Inoxidable
Marca: Gama
Modelo: Gc625
Color: Negro / Plateado
Cuchilla: Acero Inoxidable
Características: Empuñadura Antideslizante – Guía De Peines Para Diferentes Tamaños De Cortes: 1, 3, 6, 9 Y 12 Mm – Integra La Característica Cord Cordless, A Través Del Cual Se Puede Utilizar La Máquina Conectada Directamente A La Red Eléctrica
Indicación: Para Cortar El Cabello, Cortar El Vello De La Cara, El Cabello Y El Cuerpo, Y Eliminar El Vello De La Nariz Y Las Orejas
Tambores: Recargable
Duracion De La Bateria: Hasta 45 Minutos De Uso
Tiempo De Recarga: Requiere Aproximadamente 8 Horas
Voltaje: Bivolt
Botón: Integrado Para Encender / Borrar La Lámpara
Dimensiones De Embalaje (Cm): 13,5 X 8,8 X 19,5";"Material: Cuchillas De Acero Inoxidable
Marca: Gama
Modelo: Gc625
Color: Negro / Plateado
Cuchilla: Acero Inoxidable
Características: Empuñadura Antideslizante – Guía De Peines Para Diferentes Tamaños De Cortes: 1, 3, 6, 9 Y 12 Mm – Integra La Característica Cord Cordless, A Través Del Cual Se Puede Utilizar La Máquina Conectada Directamente A La Red Eléctrica
Indicación: Para Cortar El Cabello, Cortar El Vello De La Cara, El Cabello Y El Cuerpo, Y Eliminar El Vello De La Nariz Y Las Orejas
Tambores: Recargable
Duracion De La Bateria: Hasta 45 Minutos De Uso
Tiempo De Recarga: Requiere Aproximadamente 8 Horas
Voltaje: Bivolt
Botón: Integrado Para Encender / Borrar La Lámpara
Dimensiones De Embalaje (Cm): 13,5 X 8,8 X 19,5";28;28002;289000;404000

924641;Cortapelo Gama Gm562 13Pc;"Modelo: Gm562
Color: Azul / Negro
Voltaje: 220 V ~ 50 Hz
Poder: 15 Vatios
Caracteristicas: Peines Guía Para Diferentes Tamaños De Corte: 3 Hasta 20 Mm – Tiene Mango Colgante
Marca: Rango
Material : Cuchillas De Acero Inoxidable
Peso Bruto (G): 494
Dimensiones De Embalaje (Cm): 15,7 X 6 X 23,7";"Modelo: Gm562
Color: Azul / Negro
Voltaje: 220 V ~ 50 Hz
Poder: 15 Vatios
Caracteristicas: Peines Guía Para Diferentes Tamaños De Corte: 3 Hasta 20 Mm – Tiene Mango Colgante
Marca: Rango
Material : Cuchillas De Acero Inoxidable
Peso Bruto (G): 494
Dimensiones De Embalaje (Cm): 15,7 X 6 X 23,7";28;28002;149000;208000

999151;Cortapelo Gama Gm596 20Pc;"Modelo: Gm596
Color: Blanco / Negro
Tensión: 220 V ~ 50 Hz
Potencia: 8 Vatios
Características: Palanca Para Ajuste De Altura De Las Cuchillas – Peines Guía Para Diferentes Alturas De Corte: 1.5 Hasta 25 Mm – Interruptor De Conexión – Anillo Para Colgar Integrado Al Cable
Mark: Gama
Material: Lámina De Acero
Peso Bruto (G): 1010
Dimensiones Del Embalaje (Cm) 18.2 X 8.3 X 24.7";"Modelo: Gm596
Color: Blanco / Negro
Tensión: 220 V ~ 50 Hz
Potencia: 8 Vatios
Características: Palanca Para Ajuste De Altura De Las Cuchillas – Peines Guía Para Diferentes Alturas De Corte: 1.5 Hasta 25 Mm – Interruptor De Conexión – Anillo Para Colgar Integrado Al Cable
Mark: Gama
Material: Lámina De Acero
Peso Bruto (G): 1010
Dimensiones Del Embalaje (Cm) 18.2 X 8.3 X 24.7";28;28002;330000;462000

1134803;Cortapelo Gama Se2301 6Em1;"Marca: Gama
Modelo: Se2301 6 En 1
Color: Plata
Cuchilla: Acero Inoxidable
Funciones: Perfector, Cortapelos, Pestañas, Cuello, Barba Y Bigote, Depiladora Nasal, Oreja Y Cejas
Caracteristicas: 2 Gallinas De Guinea Para Diferentes Tamaños De Cortes
Tambores: Requiere 2 Pollas Aaa
Botón: Enciende / Borrar
Peso Bruto (G): 223
Dimensiones De Embalaje (Cm) 14 X 9,2 X 21,2";"Marca: Gama
Modelo: Se2301 6 En 1
Color: Plata
Cuchilla: Acero Inoxidable
Funciones: Perfector, Cortapelos, Pestañas, Cuello, Barba Y Bigote, Depiladora Nasal, Oreja Y Cejas
Caracteristicas: 2 Gallinas De Guinea Para Diferentes Tamaños De Cortes
Tambores: Requiere 2 Pollas Aaa
Botón: Enciende / Borrar
Peso Bruto (G): 223
Dimensiones De Embalaje (Cm) 14 X 9,2 X 21,2";28;28002;145000;202000

524407;Cortapelo Philips Hc-3420;"Marca: Philips
Modelo: Series 3000 Hc3420/15
Color: Negro/Rojo
Potencia: 5.4 Watts
Cuchilla: Acero Inoxidable
Tecnología: Dualcut
Características: Posee Selector Para Ajustar El Nivel De Las Cuchillas Entre 0.5 A 23 Mm Para Cortes Al Ras
Indicación: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 100 - 240 V  50/60 Hz
Botón: Enciende/Apaga
Peso Bruto (G): 363
Dimensiones De Embalaje (Cm): 14 X 7 X 22.4";"Marca: Philips
Modelo: Series 3000 Hc3420/15
Color: Negro/Rojo
Potencia: 5.4 Watts
Cuchilla: Acero Inoxidable
Tecnología: Dualcut
Características: Posee Selector Para Ajustar El Nivel De Las Cuchillas Entre 0.5 A 23 Mm Para Cortes Al Ras
Indicación: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 100 - 240 V  50/60 Hz
Botón: Enciende/Apaga
Peso Bruto (G): 363
Dimensiones De Embalaje (Cm): 14 X 7 X 22.4";28;28002;244000;341000

249256;Cortapelo Philips Qc-5115;"Marca: Philips
Modelo: Family Clipper Qc5115
Color: Negro
Cuchilla: Acero Inoxidable
Caracteristicas: Posee Selector Para Ajustar El Nivel De Las Cuchillas En 11 Posiciones Entre 0  5 A 21 Mm Para Cortes Al Ras
Indicacion: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 100 - 240 V ~ 50/60 Hz
Boton: Enciende/Apaga
Peso Bruto  G  : 326
Dimensiones De Embalaje  Cm  : 14 X 7 X 22  3";"Marca: Philips
Modelo: Family Clipper Qc5115
Color: Negro
Cuchilla: Acero Inoxidable
Caracteristicas: Posee Selector Para Ajustar El Nivel De Las Cuchillas En 11 Posiciones Entre 0  5 A 21 Mm Para Cortes Al Ras
Indicacion: Para Cortar Y Recortar Todos Los Pelos
Voltaje: 100 - 240 V ~ 50/60 Hz
Boton: Enciende/Apaga
Peso Bruto  G  : 326
Dimensiones De Embalaje  Cm  : 14 X 7 X 22  3";28;28002;217000;303000

600132;Cortapelo Philips Girato ;El Cortador De Pelo Philips Qc5560 Es Un Modelo Diferente A Todos En Su Misma Categoría, Tiene Un Diseño Original, Es Compacto Y Fácil De Limpiar. Viene Equipado Con La Tecnología De Corte De Pelo Más Avanzada, Componentes De Mejor Calidad Y Una Cabeza Giratoria 180 ° Que Facilita Su Uso Y Hace Que El Corte Sea Más Preciso.;El Cortador De Pelo Philips Qc5560 Es Un Modelo Diferente A Todos En Su Misma Categoría, Tiene Un Diseño Original, Es Compacto Y Fácil De Limpiar. Viene Equipado Con La Tecnología De Corte De Pelo Más Avanzada, Componentes De Mejor Calidad Y Una Cabeza Giratoria 180 ° Que Facilita Su Uso Y Hace Que El Corte Sea Más Preciso.;28;28002;200000;280000
